rtimestamp,eventKey,lat,lng,localtime,gpsFixed,satellite,gsmRssi,speed,direction,locPrecision,ele,mileage,runtime,baseStation,gpio,adc,wall,powerVoltage,powerQuantity,timestamp,recDate
1538058660017,35,39.91089,116.517046,180927143059,A,11,31,0,225.0,0.8,50,22581,9362,460|0|1151|2D67,0,0000|0000|0000|0930|0000,1,3789,344,1538029859000,"2018-09-27 22:31:00"
1538058719933,35,39.91089,116.517046,180927143159,A,11,31,0,225.0,0.8,50,22581,9422,460|0|1151|2D67,0,0000|0000|0000|0930|0000,1,3789,344,1538029919000,"2018-09-27 22:31:59"
1538058779735,35,39.91089,116.517046,180927143259,A,11,31,0,225.0,0.8,50,22581,9481,460|0|1151|2D67,0,0000|0000|0000|0930|0000,1,3789,344,1538029979000,"2018-09-27 22:32:59"
1538058839634,35,39.91089,116.517046,180927143359,A,11,31,0,225.0,0.8,50,22581,9541,460|0|1151|2D67,0,0000|0000|0000|0930|0000,1,3789,344,1538030039000,"2018-09-27 22:33:59"
1538058900453,35,39.91089,116.517046,180927143458,A,11,31,0,225.0,0.8,50,22581,9600,460|0|1151|2D67,0,0000|0000|0000|092F|0000,1,3788,344,1538030098000,"2018-09-27 22:35:00"
1538058959333,35,39.91089,116.517046,180927143558,A,11,31,0,225.0,0.8,50,22581,9660,460|0|1151|2D67,0,0000|0000|0000|092F|0000,1,3788,344,1538030158000,"2018-09-27 22:35:59"
1538059019274,35,39.91089,116.517046,180927143658,A,11,31,0,225.0,0.8,50,22581,9720,460|0|1151|2D67,0,0000|0000|0000|092E|0000,1,3786,344,1538030218000,"2018-09-27 22:36:59"
1538059079155,35,39.91089,116.517046,180927143758,A,11,31,0,225.0,0.8,50,22581,9780,460|0|1151|2D67,0,0000|0000|0000|092F|0000,1,3788,344,1538030278000,"2018-09-27 22:37:59"
1538059139056,35,39.91089,116.517046,180927143858,A,11,31,0,225.0,0.8,50,22581,9840,460|0|1151|2D67,0,0000|0000|0000|092E|0000,1,3786,344,1538030338000,"2018-09-27 22:38:59"
1538059198938,35,39.91089,116.517046,180927143958,A,11,31,0,225.0,0.8,50,22581,9900,460|0|1151|2D67,0,0000|0000|0000|092E|0000,1,3786,344,1538030398000,"2018-09-27 22:39:58"
1538059258792,35,39.91089,116.517046,180927144058,A,11,31,0,225.0,0.8,50,22581,9960,460|0|1151|2D67,0,0000|0000|0000|092E|0000,1,3786,344,1538030458000,"2018-09-27 22:40:58"
1538059319753,35,39.91089,116.517046,180927144158,A,11,31,0,225.0,0.8,50,22581,10020,460|0|1151|2D67,0,0000|0000|0000|092E|0000,1,3786,344,1538030518000,"2018-09-27 22:41:59"
1538059378577,35,39.91089,116.517046,180927144258,A,11,31,0,225.0,0.8,50,22581,10080,460|0|1151|2D67,0,0000|0000|0000|092E|0000,1,3786,344,1538030578000,"2018-09-27 22:42:58"
1538059438372,35,39.91089,116.517046,180927144357,A,11,31,0,225.0,0.8,50,22581,10139,460|0|1151|2D67,0,0000|0000|0000|092D|0000,1,3785,344,1538030637000,"2018-09-27 22:43:58"
1538059498314,35,39.91089,116.517046,180927144457,A,11,31,0,225.0,0.8,50,22581,10199,460|0|1151|2D67,0,0000|0000|0000|092D|0000,1,3785,344,1538030697000,"2018-09-27 22:44:58"
1538059558132,35,39.91089,116.517046,180927144557,A,11,31,0,225.0,0.8,50,22581,10259,460|0|1151|2D67,0,0000|0000|0000|092D|0000,1,3785,344,1538030757000,"2018-09-27 22:45:58"
1538059618076,35,39.91089,116.517046,180927144657,A,11,31,0,225.0,0.8,50,22581,10319,460|0|1151|2D67,0,0000|0000|0000|092D|0000,1,3785,344,1538030817000,"2018-09-27 22:46:58"
1538059677976,35,39.91089,116.517046,180927144757,A,11,31,0,225.0,0.8,50,22581,10379,460|0|1151|2D67,0,0000|0000|0000|092C|0000,1,3783,343,1538030877000,"2018-09-27 22:47:57"
1538059737835,35,39.91089,116.517046,180927144857,A,11,31,0,225.0,0.8,50,22581,10439,460|0|1151|2D67,0,0000|0000|0000|092C|0000,1,3783,343,1538030937000,"2018-09-27 22:48:57"
1538059797714,35,39.91089,116.517046,180927144957,A,11,31,0,225.0,0.8,50,22581,10499,460|0|1151|2D67,0,0000|0000|0000|092C|0000,1,3783,343,1538030997000,"2018-09-27 22:49:57"
1538059857472,35,39.91089,116.517046,180927145057,A,11,31,0,225.0,0.8,50,22581,10559,460|0|1151|2D67,0,0000|0000|0000|092A|0000,1,3780,343,1538031057000,"2018-09-27 22:50:57"
1538059917416,35,39.91089,116.517046,180927145157,A,11,31,0,225.0,0.8,50,22581,10619,460|0|1151|2D67,0,0000|0000|0000|092C|0000,1,3783,343,1538031117000,"2018-09-27 22:51:57"
1538059977917,35,39.91089,116.517046,180927145256,A,11,31,0,225.0,0.8,50,22581,10678,460|0|1151|2D67,0,0000|0000|0000|092B|0000,1,3781,343,1538031176000,"2018-09-27 22:52:57"
1538060037197,35,39.91089,116.517046,180927145356,A,11,31,0,225.0,0.8,50,22581,10738,460|0|1151|2D67,0,0000|0000|0000|092B|0000,1,3781,343,1538031236000,"2018-09-27 22:53:57"
1538060097035,35,39.91089,116.517046,180927145456,A,11,31,0,225.0,0.8,50,22581,10798,460|0|1151|2D67,0,0000|0000|0000|092B|0000,1,3781,343,1538031296000,"2018-09-27 22:54:57"
1538060156874,35,39.91089,116.517046,180927145556,A,11,31,0,225.0,0.8,50,22581,10858,460|0|1151|2D67,0,0000|0000|0000|092B|0000,1,3781,343,1538031356000,"2018-09-27 22:55:56"
1538060216716,35,39.91089,116.517046,180927145656,A,11,31,0,225.0,0.8,50,22581,10918,460|0|1151|2D67,0,0000|0000|0000|092A|0000,1,3780,343,1538031416000,"2018-09-27 22:56:56"
1538060276599,35,39.91089,116.517046,180927145756,A,11,31,0,225.0,0.8,50,22581,10978,460|0|1151|2D67,0,0000|0000|0000|092B|0000,1,3781,343,1538031476000,"2018-09-27 22:57:56"
1538060336496,35,39.91089,116.517046,180927145856,A,11,31,0,225.0,0.8,50,22581,11038,460|0|1151|2D67,0,0000|0000|0000|092A|0000,1,3780,343,1538031536000,"2018-09-27 22:58:56"
1538060396454,35,39.91089,116.517046,180927145956,A,11,31,0,225.0,0.8,50,22581,11098,460|0|1151|2D67,0,0000|0000|0000|092A|0000,1,3780,343,1538031596000,"2018-09-27 22:59:56"
1538060456211,35,39.91089,116.517046,180927150055,A,11,31,0,225.0,0.8,50,22581,11156,460|0|1151|2D67,0,0000|0000|0000|092A|0000,1,3780,343,1538031655000,"2018-09-27 23:00:56"
1538060516155,35,39.91089,116.517046,180927150155,A,11,31,0,225.0,0.8,50,22581,11216,460|0|1151|2D67,0,0000|0000|0000|092A|0000,1,3780,343,1538031715000,"2018-09-27 23:01:56"
1538060575974,35,39.91089,116.517046,180927150255,A,11,31,0,225.0,0.8,50,22581,11276,460|0|1151|2D67,0,0000|0000|0000|092A|0000,1,3780,343,1538031775000,"2018-09-27 23:02:55"
1538060636839,35,39.91089,116.517046,180927150355,A,11,31,0,225.0,0.8,50,22581,11336,460|0|1151|2D67,0,0000|0000|0000|092A|0000,1,3780,343,1538031835000,"2018-09-27 23:03:56"
1538060695733,35,39.91089,116.517046,180927150455,A,11,31,0,225.0,0.8,50,22581,11396,460|0|1151|2D67,0,0000|0000|0000|092A|0000,1,3780,343,1538031895000,"2018-09-27 23:04:55"
1538060755613,35,39.91089,116.517046,180927150555,A,11,31,0,225.0,0.8,50,22581,11456,460|0|1151|2D67,0,0000|0000|0000|0929|0000,1,3778,343,1538031955000,"2018-09-27 23:05:55"
1538060815494,35,39.91089,116.517046,180927150655,A,11,31,0,225.0,0.8,50,22581,11516,460|0|1151|2D67,0,0000|0000|0000|0929|0000,1,3778,343,1538032015000,"2018-09-27 23:06:55"
1538060875275,35,39.91089,116.517046,180927150754,A,11,31,0,225.0,0.8,50,22581,11570,460|0|1151|2D67,0,0000|0000|0000|0929|0000,1,3778,343,1538032074000,"2018-09-27 23:07:55"
1538060935217,35,39.91089,116.517046,180927150853,A,11,31,0,225.0,0.8,50,22581,11629,460|0|1151|2D67,0,0000|0000|0000|0928|0000,1,3776,343,1538032133000,"2018-09-27 23:08:55"
1538060995014,35,39.91089,116.517046,180927150953,A,11,31,0,225.0,0.8,50,22581,11689,460|0|1151|2D67,0,0000|0000|0000|0928|0000,1,3776,343,1538032193000,"2018-09-27 23:09:55"
1538061054975,35,39.91089,116.517046,180927151053,A,11,31,0,225.0,0.8,50,22581,11749,460|0|1151|2D67,0,0000|0000|0000|0928|0000,1,3776,343,1538032253000,"2018-09-27 23:10:54"
1538061114874,35,39.91089,116.517046,180927151153,A,11,31,0,225.0,0.8,50,22581,11809,460|0|1151|2D67,0,0000|0000|0000|0928|0000,1,3776,343,1538032313000,"2018-09-27 23:11:54"
1538061174712,35,39.91089,116.517046,180927151253,A,11,31,0,225.0,0.8,50,22581,11869,460|0|1151|2D67,0,0000|0000|0000|0928|0000,1,3776,343,1538032373000,"2018-09-27 23:12:54"
1538061234677,35,39.91089,116.517046,180927151353,A,11,31,0,225.0,0.8,50,22581,11929,460|0|1151|2D67,0,0000|0000|0000|0928|0000,1,3776,343,1538032433000,"2018-09-27 23:13:54"
1538061294917,35,39.91089,116.517046,180927151453,A,11,31,0,225.0,0.8,50,22581,11989,460|0|1151|2D67,0,0000|0000|0000|0928|0000,1,3776,343,1538032493000,"2018-09-27 23:14:54"
1538061354293,35,39.91089,116.517046,180927151553,A,11,31,0,225.0,0.8,50,22581,12049,460|0|1151|2D67,0,0000|0000|0000|0927|0000,1,3775,343,1538032553000,"2018-09-27 23:15:54"
1538061414202,35,39.91089,116.517046,180927151652,A,11,31,0,225.0,0.8,50,22581,12107,460|0|1151|2D67,0,0000|0000|0000|0927|0000,1,3775,343,1538032612000,"2018-09-27 23:16:54"
1538061474019,35,39.91089,116.517046,180927151752,A,11,31,0,225.0,0.8,50,22581,12167,460|0|1151|2D67,0,0000|0000|0000|0927|0000,1,3775,343,1538032672000,"2018-09-27 23:17:54"
1538061533994,35,39.91089,116.517046,180927151852,A,11,31,0,225.0,0.8,50,22581,12227,460|0|1151|2D67,0,0000|0000|0000|0927|0000,1,3775,343,1538032732000,"2018-09-27 23:18:53"
1538061594236,35,39.91089,116.517046,180927151952,A,11,31,0,225.0,0.8,50,22581,12287,460|0|1151|2D67,0,0000|0000|0000|0927|0000,1,3775,343,1538032792000,"2018-09-27 23:19:54"
1538061653720,35,39.91089,116.517046,180927152052,A,11,31,0,225.0,0.8,50,22581,12347,460|0|1151|2D67,0,0000|0000|0000|0927|0000,1,3775,343,1538032852000,"2018-09-27 23:20:53"
1538061713677,35,39.91089,116.517046,180927152152,A,11,31,0,225.0,0.8,50,22581,12407,460|0|1151|2D67,0,0000|0000|0000|0927|0000,1,3775,343,1538032912000,"2018-09-27 23:21:53"
1538061773333,35,39.91089,116.517046,180927152252,A,11,31,0,225.0,0.8,50,22581,12467,460|0|1151|2D67,0,0000|0000|0000|0926|0000,1,3773,343,1538032972000,"2018-09-27 23:22:53"
1538061833295,35,39.91089,116.517046,180927152352,A,11,31,0,225.0,0.8,50,22581,12527,460|0|1151|2D67,0,0000|0000|0000|0925|0000,1,3772,342,1538033032000,"2018-09-27 23:23:53"
1538061893178,35,39.91089,116.517046,180927152451,A,11,31,0,225.0,0.8,50,22581,12586,460|0|1151|2D67,0,0000|0000|0000|0927|0000,1,3775,343,1538033091000,"2018-09-27 23:24:53"
1538061953031,35,39.91089,116.517046,180927152551,A,11,31,0,225.0,0.8,50,22581,12646,460|0|1151|2D67,0,0000|0000|0000|0926|0000,1,3773,343,1538033151000,"2018-09-27 23:25:53"
1538062012816,35,39.91089,116.517046,180927152651,A,11,31,0,225.0,0.8,50,22581,12706,460|0|1151|2D67,0,0000|0000|0000|0926|0000,1,3773,343,1538033211000,"2018-09-27 23:26:52"
1538062073814,35,39.91089,116.517046,180927152751,A,11,31,0,225.0,0.8,50,22581,12766,460|0|1151|2D67,0,0000|0000|0000|0926|0000,1,3773,343,1538033271000,"2018-09-27 23:27:53"
1538062132612,35,39.91089,116.517046,180927152851,A,11,31,0,225.0,0.8,50,22581,12826,460|0|1151|2D67,0,0000|0000|0000|0926|0000,1,3773,343,1538033331000,"2018-09-27 23:28:52"
1538062193754,35,39.91089,116.517046,180927152951,A,11,31,0,225.0,0.8,50,22581,12886,460|0|1151|2D67,0,0000|0000|0000|0925|0000,1,3772,342,1538033391000,"2018-09-27 23:29:53"
1538062252313,35,39.91089,116.517046,180927153051,A,11,31,0,225.0,0.8,50,22581,12946,460|0|1151|2D67,0,0000|0000|0000|0925|0000,1,3772,342,1538033451000,"2018-09-27 23:30:52"
1538062312732,35,39.91089,116.517046,180927153151,A,11,31,0,225.0,0.8,50,22581,13006,460|0|1151|2D67,0,0000|0000|0000|0925|0000,1,3772,342,1538033511000,"2018-09-27 23:31:52"
1538062372013,35,39.91089,116.517046,180927153251,A,11,31,0,225.0,0.8,50,22581,13066,460|0|1151|2D67,0,0000|0000|0000|0925|0000,1,3772,342,1538033571000,"2018-09-27 23:32:52"
1538062432012,35,39.91089,116.517046,180927153350,A,11,31,0,225.0,0.8,50,22581,13125,460|0|1151|2D67,0,0000|0000|0000|0925|0000,1,3772,342,1538033630000,"2018-09-27 23:33:52"
1538062491834,35,39.91089,116.517046,180927153450,A,11,31,0,225.0,0.8,50,22581,13185,460|0|1151|2D67,0,0000|0000|0000|0925|0000,1,3772,342,1538033690000,"2018-09-27 23:34:51"
1538062551715,35,39.91089,116.517046,180927153550,A,11,31,0,225.0,0.8,50,22581,13245,460|0|1151|2D67,0,0000|0000|0000|0925|0000,1,3772,342,1538033750000,"2018-09-27 23:35:51"
1538062611533,35,39.91089,116.517046,180927153650,A,11,31,0,225.0,0.8,50,22581,13305,460|0|1151|2D67,0,0000|0000|0000|0924|0000,1,3770,342,1538033810000,"2018-09-27 23:36:51"
1538062672433,35,39.91089,116.517046,180927153750,A,11,31,0,225.0,0.8,50,22581,13365,460|0|1151|2D67,0,0000|0000|0000|0924|0000,1,3770,342,1538033870000,"2018-09-27 23:37:52"
1538062731319,35,39.91089,116.517046,180927153850,A,11,31,0,225.0,0.8,50,22581,13425,460|0|1151|2D67,0,0000|0000|0000|0924|0001,1,3770,342,1538033930000,"2018-09-27 23:38:51"
1538062791134,35,39.91089,116.517046,180927153950,A,11,31,0,225.0,0.8,50,22581,13485,460|0|1151|2D67,0,0000|0000|0000|0925|0000,1,3772,342,1538033990000,"2018-09-27 23:39:51"
1538062851054,35,39.91089,116.517046,180927154050,A,11,31,0,225.0,0.8,50,22581,13545,460|0|1151|2D67,0,0000|0000|0000|0924|0000,1,3770,342,1538034050000,"2018-09-27 23:40:51"
1538062910873,35,39.91089,116.517046,180927154149,A,11,31,0,225.0,0.8,50,22581,13604,460|0|1151|2D67,0,0000|0000|0000|0924|0000,1,3770,342,1538034109000,"2018-09-27 23:41:50"
1538062970813,35,39.91089,116.517046,180927154249,A,11,31,0,225.0,0.8,50,22581,13664,460|0|1151|2D67,0,0000|0000|0000|0924|0000,1,3770,342,1538034169000,"2018-09-27 23:42:50"
1538063030717,35,39.91089,116.517046,180927154349,A,11,31,0,225.0,0.8,50,22581,13724,460|0|1151|2D67,0,0000|0000|0000|0923|0000,1,3768,342,1538034229000,"2018-09-27 23:43:50"
1538063091698,35,39.91089,116.517046,180927154449,A,11,31,0,225.0,0.8,50,22581,13784,460|0|1151|2D67,0,0000|0000|0000|0924|0000,1,3770,342,1538034289000,"2018-09-27 23:44:51"
1538063150417,35,39.91089,116.517046,180927154549,A,11,31,0,225.0,0.8,50,22581,13844,460|0|1151|2D67,0,0000|0000|0000|0923|0000,1,3768,342,1538034349000,"2018-09-27 23:45:50"
1538063211592,35,39.91089,116.517046,180927154649,A,11,31,0,225.0,0.8,50,22581,13904,460|0|1151|2D67,0,0000|0000|0000|0923|0000,1,3768,342,1538034409000,"2018-09-27 23:46:51"
1538063270094,35,39.91089,116.517046,180927154749,A,11,31,0,225.0,0.8,50,22581,13964,460|0|1151|2D67,0,0000|0000|0000|0923|0000,1,3768,342,1538034469000,"2018-09-27 23:47:50"
1538063329998,35,39.91089,116.517046,180927154849,A,11,31,0,225.0,0.8,50,22581,14024,460|0|1151|2D67,0,0000|0000|0000|0923|0000,1,3768,342,1538034529000,"2018-09-27 23:48:49"
1538063389914,35,39.91089,116.517046,180927154948,A,11,31,0,225.0,0.8,50,22581,14083,460|0|1151|2D67,0,0000|0000|0000|0923|0000,1,3768,342,1538034588000,"2018-09-27 23:49:49"
1538063449814,35,39.91089,116.517046,180927155048,A,11,31,0,225.0,0.8,50,22581,14143,460|0|1151|2D67,0,0000|0000|0000|0923|0000,1,3768,342,1538034648000,"2018-09-27 23:50:49"
1538063510896,35,39.91089,116.517046,180927155148,A,11,31,0,225.0,0.8,50,22581,14203,460|0|1151|2D67,0,0000|0000|0000|0923|0000,1,3768,342,1538034708000,"2018-09-27 23:51:50"
1538063569515,35,39.91089,116.517046,180927155248,A,11,31,0,225.0,0.8,50,22581,14263,460|0|1151|2D67,0,0000|0000|0000|0922|0000,1,3767,342,1538034768000,"2018-09-27 23:52:49"
1538063629792,35,39.91089,116.517046,180927155348,A,11,31,0,225.0,0.8,50,22581,14323,460|0|1151|2D67,0,0000|0000|0000|0922|0000,1,3767,342,1538034828000,"2018-09-27 23:53:49"
1538063689159,35,39.91089,116.517046,180927155448,A,11,31,0,225.0,0.8,50,22581,14383,460|0|1151|2D67,0,0000|0000|0000|0922|0000,1,3767,342,1538034888000,"2018-09-27 23:54:49"
1538063749131,35,39.91089,116.517046,180927155548,A,11,31,0,225.0,0.8,50,22581,14443,460|0|1151|2D67,0,0000|0000|0000|0922|0000,1,3767,342,1538034948000,"2018-09-27 23:55:49"
1538063809036,35,39.91089,116.517046,180927155648,A,11,31,0,225.0,0.8,50,22581,14503,460|0|1151|2D67,0,0000|0000|0000|0922|0000,1,3767,342,1538035008000,"2018-09-27 23:56:49"
1538063868857,35,39.91089,116.517046,180927155747,A,11,31,0,225.0,0.8,50,22581,14562,460|0|1151|2D67,0,0000|0000|0000|0922|0000,1,3767,342,1538035067000,"2018-09-27 23:57:48"
1538063928677,35,39.91089,116.517046,180927155847,A,11,31,0,225.0,0.8,50,22581,14622,460|0|1151|2D67,0,0000|0000|0000|0922|0000,1,3767,342,1538035127000,"2018-09-27 23:58:48"
1538063988533,35,39.91089,116.517046,180927155947,A,11,31,0,225.0,0.8,50,22581,14682,460|0|1151|2D67,0,0000|0000|0000|0922|0000,1,3767,342,1538035187000,"2018-09-27 23:59:48"
1538064048375,35,39.91089,116.517046,180927160047,A,11,31,0,225.0,0.8,50,22581,14742,460|0|1151|2D67,0,0000|0000|0000|0922|0001,1,3767,342,1538035247000,"2018-09-28 00:00:48"
1538064109373,35,39.91089,116.517046,180927160147,A,11,31,0,225.0,0.8,50,22581,14802,460|0|1151|2D67,0,0000|0000|0000|0922|0000,1,3767,342,1538035307000,"2018-09-28 00:01:49"
1538064168232,35,39.91089,116.517046,180927160247,A,11,31,0,225.0,0.8,50,22581,14862,460|0|1151|2D67,0,0000|0000|0000|0921|0000,1,3765,342,1538035367000,"2018-09-28 00:02:48"
1538064229314,35,39.91089,116.517046,180927160347,A,11,31,0,225.0,0.8,50,22581,14922,460|0|1151|2D67,0,0000|0000|0000|0921|0000,1,3765,342,1538035427000,"2018-09-28 00:03:49"
1538064287934,35,39.91089,116.517046,180927160447,A,11,31,0,225.0,0.8,50,22581,14982,460|0|1151|2D67,0,0000|0000|0000|0921|0000,1,3765,342,1538035487000,"2018-09-28 00:04:47"
1538064347775,35,39.91089,116.517046,180927160546,A,11,31,0,225.0,0.8,50,22581,15041,460|0|1151|2D67,0,0000|0000|0000|0922|0000,1,3767,342,1538035546000,"2018-09-28 00:05:47"
1538064407673,35,39.91089,116.517046,180927160646,A,11,31,0,225.0,0.8,50,22581,15101,460|0|1151|2D67,0,0000|0000|0000|0921|0000,1,3765,342,1538035606000,"2018-09-28 00:06:47"
1538064467537,35,39.91089,116.517046,180927160746,A,11,31,0,225.0,0.8,50,22581,15161,460|0|1151|2D67,0,0000|0000|0000|0921|0000,1,3765,342,1538035666000,"2018-09-28 00:07:47"
1538064757717,35,39.91089,116.517046,180927160846,A,11,31,0,225.0,0.8,50,22581,15221,460|0|1151|2D67,0,0000|0000|0000|0921|0000,1,3765,342,1538035726000,"2018-09-28 00:12:37"
1538064760674,35,39.91089,116.517046,180927160946,A,11,31,0,225.0,0.8,50,22581,15281,460|0|1151|2D67,0,0000|0000|0000|0920|0000,1,3764,342,1538035786000,"2018-09-28 00:12:40"
1538064764093,35,39.91089,116.517046,180927161046,A,11,31,0,225.0,0.8,50,22581,15341,460|0|1151|2D67,0,0000|0000|0000|091E|0000,1,3760,341,1538035846000,"2018-09-28 00:12:44"
1538064766355,35,39.91089,116.517046,180927161146,A,11,31,0,225.0,0.8,50,22581,15401,460|0|1151|2D67,0,0000|0000|0000|0920|0000,1,3764,342,1538035906000,"2018-09-28 00:12:46"
1538064769037,35,39.91089,116.517046,180927161246,A,11,31,0,225.0,0.8,50,22581,15461,460|0|1151|2D67,0,0000|0000|0000|091C|0000,1,3757,341,1538035966000,"2018-09-28 00:12:49"
1538064827876,35,39.91089,116.517046,180927161345,A,11,31,0,225.0,0.8,50,22581,15520,460|0|1151|2D67,0,0000|0000|0000|0920|0001,1,3764,342,1538036025000,"2018-09-28 00:13:47"
1538064886635,35,39.91089,116.517046,180927161445,A,11,31,0,225.0,0.8,50,22581,15580,460|0|1151|2D67,0,0000|0000|0000|0920|0000,1,3764,342,1538036085000,"2018-09-28 00:14:46"
1538064946817,35,39.91089,116.517046,180927161545,A,11,31,0,225.0,0.8,50,22581,15640,460|0|1151|2D67,0,0000|0000|0000|0920|0000,1,3764,342,1538036145000,"2018-09-28 00:15:46"
1538065006314,35,39.91089,116.517046,180927161645,A,11,31,0,225.0,0.8,50,22581,15700,460|0|1151|2D67,0,0000|0000|0000|0920|0000,1,3764,342,1538036205000,"2018-09-28 00:16:46"
1538065066698,35,39.91089,116.517046,180927161745,A,11,31,0,225.0,0.8,50,22581,15760,460|0|1151|2D67,0,0000|0000|0000|0920|0000,1,3764,342,1538036265000,"2018-09-28 00:17:46"
1538065126038,35,39.91089,116.517046,180927161845,A,11,31,0,225.0,0.8,50,22581,15820,460|0|1151|2D67,0,0000|0000|0000|0920|0000,1,3764,342,1538036325000,"2018-09-28 00:18:46"
1538065186015,35,39.91089,116.517046,180927161945,A,11,31,0,225.0,0.8,50,22581,15880,460|0|1151|2D67,0,0000|0000|0000|091F|0000,1,3762,342,1538036385000,"2018-09-28 00:19:46"
1538065245857,35,39.91089,116.517046,180927162045,A,11,31,0,225.0,0.8,50,22581,15940,460|0|1151|2D67,0,0000|0000|0000|0920|0000,1,3764,342,1538036445000,"2018-09-28 00:20:45"
1538065305714,35,39.91089,116.517046,180927162144,A,11,31,0,225.0,0.8,50,22581,15999,460|0|1151|2D67,0,0000|0000|0000|0920|0000,1,3764,342,1538036504000,"2018-09-28 00:21:45"
1538065365593,35,39.91089,116.517046,180927162244,A,11,31,0,225.0,0.8,50,22581,16059,460|0|1151|2D67,0,0000|0000|0000|0920|0000,1,3764,342,1538036564000,"2018-09-28 00:22:45"
1538065426417,35,39.91089,116.517046,180927162344,A,11,31,0,225.0,0.8,50,22581,16119,460|0|1151|2D67,0,0000|0000|0000|0920|0000,1,3764,342,1538036624000,"2018-09-28 00:23:46"
1538065485295,35,39.91089,116.517046,180927162444,A,11,31,0,225.0,0.8,50,22581,16178,460|0|1151|2D67,0,0000|0000|0000|091F|0000,1,3762,342,1538036684000,"2018-09-28 00:24:45"
1538065545175,35,39.91089,116.517046,180927162544,A,11,31,0,225.0,0.8,50,22581,16238,460|0|1151|2D67,0,0000|0000|0000|091F|0000,1,3762,342,1538036744000,"2018-09-28 00:25:45"
1538065624401,35,39.91089,116.517046,180927162644,A,11,31,0,225.0,0.8,50,22581,16298,460|0|1151|2D67,0,0000|0000|0000|091D|0000,1,3759,341,1538036804000,"2018-09-28 00:27:04"
1538065664844,35,39.91089,116.517046,180927162744,A,11,31,0,225.0,0.8,50,22581,16358,460|0|1151|2D67,0,0000|0000|0000|091F|0000,1,3762,342,1538036864000,"2018-09-28 00:27:44"
1538065724678,35,39.91089,116.517046,180927162844,A,11,31,0,225.0,0.8,50,22581,16418,460|0|1151|2D67,0,0000|0000|0000|0920|0000,1,3764,342,1538036924000,"2018-09-28 00:28:44"
1538065784643,35,39.91089,116.517046,180927162943,A,11,31,0,225.0,0.8,50,22581,16477,460|0|1151|2D67,0,0000|0000|0000|091F|0000,1,3762,342,1538036983000,"2018-09-28 00:29:44"
1538065845599,35,39.91089,116.517046,180927163043,A,11,31,0,225.0,0.8,50,22581,16537,460|0|1151|2D67,0,0000|0000|0000|091F|0000,1,3762,342,1538037043000,"2018-09-28 00:30:45"
1538065904362,35,39.91089,116.517046,180927163143,A,11,31,0,225.0,0.8,50,22581,16597,460|0|1151|2D67,0,0000|0000|0000|091E|0001,1,3760,341,1538037103000,"2018-09-28 00:31:44"
1538065964458,35,39.91089,116.517046,180927163243,A,11,31,0,225.0,0.8,50,22581,16657,460|0|1151|2D67,0,0000|0000|0000|091E|0000,1,3760,341,1538037163000,"2018-09-28 00:32:44"
1538066024124,35,39.91089,116.517046,180927163343,A,11,31,0,225.0,0.8,50,22581,16717,460|0|1151|2D67,0,0000|0000|0000|091F|0000,1,3762,342,1538037223000,"2018-09-28 00:33:44"
1538066084397,35,39.91089,116.517046,180927163443,A,11,31,0,225.0,0.8,50,22581,16777,460|0|1151|2D67,0,0000|0000|0000|091E|0000,1,3760,341,1538037283000,"2018-09-28 00:34:44"
1538066143797,35,39.91089,116.517046,180927163543,A,11,31,0,225.0,0.8,50,22581,16836,460|0|1151|2D67,0,0000|0000|0000|091F|0000,1,3762,342,1538037343000,"2018-09-28 00:35:43"
1538066203701,35,39.91089,116.517046,180927163643,A,11,31,0,225.0,0.8,50,22581,16896,460|0|1151|2D67,0,0000|0000|0000|091E|0000,1,3760,341,1538037403000,"2018-09-28 00:36:43"
1538066263540,35,39.91089,116.517046,180927163742,A,11,31,0,225.0,0.8,50,22581,16955,460|0|1151|2D67,0,0000|0000|0000|091E|0000,1,3760,341,1538037462000,"2018-09-28 00:37:43"
1538066323405,35,39.91089,116.517046,180927163842,A,11,31,0,225.0,0.8,50,22581,17015,460|0|1151|2D67,0,0000|0000|0000|091E|0000,1,3760,341,1538037522000,"2018-09-28 00:38:43"
1538066383220,35,39.91089,116.517046,180927163942,A,11,31,0,225.0,0.8,50,22581,17075,460|0|1151|2D67,0,0000|0000|0000|091E|0000,1,3760,341,1538037582000,"2018-09-28 00:39:43"
1538066444161,35,39.91089,116.517046,180927164042,A,11,31,0,225.0,0.8,50,22581,17135,460|0|1151|2D67,0,0000|0000|0000|091F|0000,1,3762,342,1538037642000,"2018-09-28 00:40:44"
1538066502960,35,39.91089,116.517046,180927164142,A,11,31,0,225.0,0.8,50,22581,17195,460|0|1151|2D67,0,0000|0000|0000|091E|0000,1,3760,341,1538037702000,"2018-09-28 00:41:42"
1538066562898,35,39.91089,116.517046,180927164242,A,11,31,0,225.0,0.8,50,22581,17255,460|0|1151|2D67,0,0000|0000|0000|091E|0000,1,3760,341,1538037762000,"2018-09-28 00:42:42"
1538066622777,35,39.91089,116.517046,180927164342,A,11,31,0,225.0,0.8,50,22581,17315,460|0|1151|2D67,0,0000|0000|0000|091E|0000,1,3760,341,1538037822000,"2018-09-28 00:43:42"
